2019|Badla
2019|Bharat
2019|Bombairiya
2019|Cabaret
2019|Ek Ladki Ko Dekha Toh Aisa Laga
2019|Fraud Saiyaan
2019|Gully Boy
2019|Kalank
2019|Kesari
2019|Luka Chuppi
